,Country,Code,Year,Units(Twh),Source,Consumption_Units(Twh)
4290,Africa,,1965,38.626795345855996,Hydro,13.90563517
4291,Africa,,1966,43.083379188898,Hydro,15.51000414
4292,Africa,,1967,44.974025979192,Hydro,16.19063636
4293,Africa,,1968,52.606543751868,Hydro,18.93834056
4294,Africa,,1969,61.39140911308801,Hydro,22.10088962
4295,Africa,,1970,76.75125528984401,Hydro,27.63042982
4296,Africa,,1971,72.259476974202,Hydro,26.0133909
4297,Africa,,1972,82.314500295992,Hydro,29.63319642
4298,Africa,,1973,87.07147965712801,Hydro,31.34570755
4299,Africa,,1974,99.075285649054,Hydro,35.66707429
4300,Africa,,1975,104.7722227066,Hydro,37.71796997
4301,Africa,,1976,116.104629550296,Hydro,41.79763324
4302,Africa,,1977,127.580013452818,Hydro,45.92876812
4303,Africa,,1978,128.63048818208605,Hydro,46.30693874
4304,Africa,,1979,137.68131292273998,Hydro,49.56523298
4305,Africa,,1980,134.199508470632,Hydro,48.31178436
4306,Africa,,1981,139.42485070645802,Hydro,50.19290606
4307,Africa,,1982,139.46188129163804,Hydro,50.20623713
4308,Africa,,1983,125.686656382578,Hydro,45.24716006
4309,Africa,,1984,123.583358033274,Hydro,44.48997332
4310,Africa,,1985,137.360346277078,Hydro,49.44968505
4311,Africa,,1986,142.070595045274,Hydro,51.1453733
4312,Africa,,1987,136.268054292134,Hydro,49.05646031
4313,Africa,,1988,148.870831318792,Hydro,53.59345636
4314,Africa,,1989,156.32294394714398,Hydro,56.27621477
4315,Africa,,1990,159.04084695479798,Hydro,57.25465912
4316,Africa,,1991,168.476491447752,Hydro,60.65148841
4317,Africa,,1992,160.72316107842605,Hydro,57.86029168
4318,Africa,,1993,157.451535127794,Hydro,56.68250727
4319,Africa,,1994,159.98915188010798,Hydro,57.59604857
4320,Africa,,1995,166.024790875282,Hydro,59.76887687
4321,Africa,,1996,173.101412647686,Hydro,62.31645867
4322,Africa,,1997,177.36819078332803,Hydro,63.85249756
4323,Africa,,1998,185.15261451086204,Hydro,66.65488788
4324,Africa,,1999,196.345327353914,Hydro,70.68426132
4325,Africa,,2000,209.01632443514802,Hydro,75.24581662
4326,Africa,,2001,223.16413158671799,Hydro,80.86411472
4327,Africa,,2002,233.562276849672,Hydro,85.18146813
4328,Africa,,2003,225.774896175328,Hydro,82.87260146
4329,Africa,,2004,236.60735123017398,Hydro,87.40546926
4330,Africa,,2005,239.575742493774,Hydro,89.06573418
4331,Africa,,2006,246.55513446617203,Hydro,92.24055301
4332,Africa,,2007,253.24856982091598,Hydro,95.34056181
4333,Africa,,2008,256.471099065604,Hydro,97.15720925
4334,Africa,,2009,261.71924131967,Hydro,99.7611369
4335,Africa,,2010,280.100861302732,Hydro,107.42683259999998
4336,Africa,,2011,286.213942026526,Hydro,110.444821
4337,Africa,,2012,285.78645640676,Hydro,110.9523002
4338,Africa,,2013,301.27108268334007,Hydro,117.6728464
4339,Africa,,2014,314.873831343308,Hydro,123.72679479999998
4340,Africa,,2015,303.209459789596,Hydro,119.8568199
4341,Africa,,2016,291.21639408404,Hydro,115.80125
4342,Africa,,2017,309.539309297916,Hydro,123.8156247
4343,Africa,,2018,324.06360397289797,Hydro,130.3878399
4344,Africa,,2019,328.68033961072797,Hydro,132.7347905
0,Africa,,1965,0.0,Solar,0.0
1,Africa,,1966,0.0,Solar,0.0
2,Africa,,1967,0.0,Solar,0.0
3,Africa,,1968,0.0,Solar,0.0
4,Africa,,1969,0.0,Solar,0.0
5,Africa,,1970,0.0,Solar,0.0
6,Africa,,1971,0.0,Solar,0.0
7,Africa,,1972,0.0,Solar,0.0
8,Africa,,1973,0.0,Solar,0.0
9,Africa,,1974,0.0,Solar,0.0
10,Africa,,1975,0.0,Solar,0.0
11,Africa,,1976,0.0,Solar,0.0
12,Africa,,1977,0.0,Solar,0.0
13,Africa,,1978,0.0,Solar,0.0
14,Africa,,1979,0.0,Solar,0.0
15,Africa,,1980,0.0,Solar,0.0
16,Africa,,1981,0.0,Solar,0.0
17,Africa,,1982,0.0,Solar,0.0
18,Africa,,1983,0.0,Solar,0.0
19,Africa,,1984,0.0,Solar,0.0
20,Africa,,1985,0.0,Solar,0.0
21,Africa,,1986,0.0,Solar,0.0
22,Africa,,1987,0.0,Solar,0.0
23,Africa,,1988,0.0,Solar,0.0
24,Africa,,1989,0.0,Solar,0.0
25,Africa,,1990,0.0,Solar,0.0
26,Africa,,1991,0.0,Solar,0.0
27,Africa,,1992,0.0,Solar,0.0
28,Africa,,1993,0.0,Solar,0.0
29,Africa,,1994,0.0,Solar,0.0
30,Africa,,1995,0.0,Solar,0.0
31,Africa,,1996,0.0,Solar,0.0
32,Africa,,1997,0.0,Solar,0.0
33,Africa,,1998,0.0,Solar,0.0
34,Africa,,1999,0.0,Solar,0.0
35,Africa,,2000,0.036502806980000004,Solar,0.013141
36,Africa,,2001,0.045149480564000005,Solar,0.01636
37,Africa,,2002,0.053388376044000006,Solar,0.01947101
38,Africa,,2003,0.062739216858,Solar,0.02302901
39,Africa,,2004,0.074337281692,Solar,0.02746101
40,Africa,,2005,0.08708756967,Solar,0.03237601
41,Africa,,2006,0.10867453138400003,Solar,0.04065701
42,Africa,,2007,0.14166678,Solar,0.053333293
43,Africa,,2008,0.19833043644200002,Solar,0.075132202
44,Africa,,2009,0.257500206,Solar,0.098152927
45,Africa,,2010,0.5575085015619999,Solar,0.21382075
46,Africa,,2011,1.173377605368,Solar,0.452785301
47,Africa,,2012,1.419609746798,Solar,0.551142126
48,Africa,,2013,2.1105316884240004,Solar,0.82434814
49,Africa,,2014,4.660518450634,Solar,1.83130817
50,Africa,,2015,9.096296999254001,Solar,3.595709874
51,Africa,,2016,12.421350492628,Solar,4.939309565
52,Africa,,2017,17.460140634768,Solar,6.9840506520000005
53,Africa,,2018,24.481567640794005,Solar,9.850222857999999
54,Africa,,2019,47.98410644281,Solar,19.37797783
8580,Africa,,1965,0.0,Wind,0.0
8581,Africa,,1966,0.0,Wind,0.0
8582,Africa,,1967,0.0,Wind,0.0
8583,Africa,,1968,0.0,Wind,0.0
8584,Africa,,1969,0.0,Wind,0.0
8585,Africa,,1970,0.0,Wind,0.0
8586,Africa,,1971,0.0,Wind,0.0
8587,Africa,,1972,0.0,Wind,0.0
8588,Africa,,1973,0.0,Wind,0.0
8589,Africa,,1974,0.0,Wind,0.0
8590,Africa,,1975,0.0,Wind,0.0
8591,Africa,,1976,0.0,Wind,0.0
8592,Africa,,1977,0.0,Wind,0.0
8593,Africa,,1978,0.0,Wind,0.0
8594,Africa,,1979,0.0,Wind,0.0
8595,Africa,,1980,0.0,Wind,0.0
8596,Africa,,1981,0.0,Wind,0.0
8597,Africa,,1982,0.0,Wind,0.0
8598,Africa,,1983,0.0,Wind,0.0
8599,Africa,,1984,0.0,Wind,0.0
8600,Africa,,1985,0.0,Wind,0.0
8601,Africa,,1986,0.0,Wind,0.0
8602,Africa,,1987,0.0,Wind,0.0
8603,Africa,,1988,0.0,Wind,0.0
8604,Africa,,1989,0.0,Wind,0.0
8605,Africa,,1990,0.0,Wind,0.0
8606,Africa,,1991,0.0,Wind,0.0
8607,Africa,,1992,0.0,Wind,0.0
8608,Africa,,1993,0.005555560000000001,Wind,0.002
8609,Africa,,1994,0.015000012000000004,Wind,0.0054
8610,Africa,,1995,0.017500013999999998,Wind,0.0063
8611,Africa,,1996,0.019722238,Wind,0.0071
8612,Africa,,1997,0.020000016,Wind,0.0072
8613,Africa,,1998,0.021111128000000003,Wind,0.0076
8614,Africa,,1999,0.055000044000000005,Wind,0.0198
8615,Africa,,2000,0.48888928,Wind,0.17600000000000002
8616,Africa,,2001,1.1482736963959999,Wind,0.41608
8617,Africa,,2002,1.219021530772,Wind,0.444584
8618,Africa,,2003,1.4744214573140002,Wind,0.541199
8619,Africa,,2004,2.08244888818,Wind,0.769280505
8620,Africa,,2005,2.104510572496,Wind,0.782382111
8621,Africa,,2006,2.278872100874,Wind,0.852565606
8622,Africa,,2007,2.6993454928080003,Wind,1.016223364
8623,Africa,,2008,3.463826937726,Wind,1.312178131
8624,Africa,,2009,4.170593892028,Wind,1.589730939
8625,Africa,,2010,5.95569504233,Wind,2.284182434
8626,Africa,,2011,6.575773593948001,Wind,2.537472939
8627,Africa,,2012,7.628707769628002,Wind,2.96173124
8628,Africa,,2013,9.113912846680002,Wind,3.5597843030000003
8629,Africa,,2014,13.126967168232007,Wind,5.158121834
8630,Africa,,2015,22.485266043754002,Wind,8.888286283
8631,Africa,,2016,28.431820245438004,Wind,11.30582067
8632,Africa,,2017,31.145472694136,Wind,12.4581791
8633,Africa,,2018,35.510630908482,Wind,14.28779541
8634,Africa,,2019,43.353763016316,Wind,17.508052499999998
4345,Algeria,DZA,1965,1.111112,Hydro,0.4
4346,Algeria,DZA,1966,0.9861119000000002,Hydro,0.355
4347,Algeria,DZA,1967,1.1388898000000005,Hydro,0.41
4348,Algeria,DZA,1968,1.56389014,Hydro,0.563
4349,Algeria,DZA,1969,1.00277858,Hydro,0.361
4350,Algeria,DZA,1970,1.6111124,Hydro,0.58
4351,Algeria,DZA,1971,0.9166674000000001,Hydro,0.33
4352,Algeria,DZA,1972,1.3750011000000002,Hydro,0.495
4353,Algeria,DZA,1973,2.0888905600000003,Hydro,0.752
4354,Algeria,DZA,1974,1.3805566600000003,Hydro,0.4970000000000001
4355,Algeria,DZA,1975,0.91111184,Hydro,0.328
4356,Algeria,DZA,1976,1.08055642,Hydro,0.389
4357,Algeria,DZA,1977,0.74722282,Hydro,0.269
4358,Algeria,DZA,1978,0.6944450000000001,Hydro,0.25
4359,Algeria,DZA,1979,0.8083339800000001,Hydro,0.29100000000000004
4360,Algeria,DZA,1980,0.71388946,Hydro,0.257
4361,Algeria,DZA,1981,1.0166674800000002,Hydro,0.366
4362,Algeria,DZA,1982,1.33055662,Hydro,0.479
4363,Algeria,DZA,1983,0.6527783,Hydro,0.235
4364,Algeria,DZA,1984,1.2555565600000005,Hydro,0.452
4365,Algeria,DZA,1985,1.79444588,Hydro,0.6459999999999999
4366,Algeria,DZA,1986,0.6944450000000001,Hydro,0.25
4367,Algeria,DZA,1987,1.38611222,Hydro,0.499
4368,Algeria,DZA,1988,0.5083337400000001,Hydro,0.183
4369,Algeria,DZA,1989,0.6277782800000001,Hydro,0.226
4370,Algeria,DZA,1990,0.3750003000000001,Hydro,0.135
4371,Algeria,DZA,1991,0.81388954,Hydro,0.293
4372,Algeria,DZA,1992,0.5527782200000001,Hydro,0.199
4373,Algeria,DZA,1993,0.98055634,Hydro,0.353
4374,Algeria,DZA,1994,0.4611114800000001,Hydro,0.166
4375,Algeria,DZA,1995,0.53611154,Hydro,0.193
4376,Algeria,DZA,1996,0.3750003000000001,Hydro,0.135
4377,Algeria,DZA,1997,0.20833350000000006,Hydro,0.075
4378,Algeria,DZA,1998,0.5972227,Hydro,0.215
4379,Algeria,DZA,1999,0.5638893400000001,Hydro,0.203
4380,Algeria,DZA,2000,0.15000012,Hydro,0.054000000000000006
4381,Algeria,DZA,2001,0.19042209678199998,Hydro,0.069
4382,Algeria,DZA,2002,0.15629040281,Hydro,0.057
4383,Algeria,DZA,2003,0.7219555775640001,Hydro,0.265
4384,Algeria,DZA,2004,0.6794591546780001,Hydro,0.251
4385,Algeria,DZA,2005,1.4936878616159999,Hydro,0.5553
4386,Algeria,DZA,2006,0.5816357430860001,Hydro,0.2176
4387,Algeria,DZA,2007,0.60031298025,Hydro,0.226
4388,Algeria,DZA,2008,0.7470503198620002,Hydro,0.28300000000000003
4389,Algeria,DZA,2009,0.89722294,Hydro,0.342
4390,Algeria,DZA,2010,0.45107397197,Hydro,0.173
4391,Algeria,DZA,2011,0.979573839214,Hydro,0.378
4392,Algeria,DZA,2012,1.001970523798,Hydro,0.389
4393,Algeria,DZA,2013,0.25346409166,Hydro,0.099
4394,Algeria,DZA,2014,0.491168170712,Hydro,0.193
4395,Algeria,DZA,2015,0.36681584900799996,Hydro,0.145
4396,Algeria,DZA,2016,0.18106514485199998,Hydro,0.07200000000000001
4397,Algeria,DZA,2017,0.14000011199999998,Hydro,0.056
4398,Algeria,DZA,2018,0.290789677076,Hydro,0.117
4399,Algeria,DZA,2019,0.375146966784,Hydro,0.1515
55,Algeria,DZA,1965,0.0,Solar,0.0
56,Algeria,DZA,1966,0.0,Solar,0.0
57,Algeria,DZA,1967,0.0,Solar,0.0
58,Algeria,DZA,1968,0.0,Solar,0.0
59,Algeria,DZA,1969,0.0,Solar,0.0
60,Algeria,DZA,1970,0.0,Solar,0.0
61,Algeria,DZA,1971,0.0,Solar,0.0
62,Algeria,DZA,1972,0.0,Solar,0.0
63,Algeria,DZA,1973,0.0,Solar,0.0
64,Algeria,DZA,1974,0.0,Solar,0.0
65,Algeria,DZA,1975,0.0,Solar,0.0
66,Algeria,DZA,1976,0.0,Solar,0.0
67,Algeria,DZA,1977,0.0,Solar,0.0
68,Algeria,DZA,1978,0.0,Solar,0.0
69,Algeria,DZA,1979,0.0,Solar,0.0
70,Algeria,DZA,1980,0.0,Solar,0.0
71,Algeria,DZA,1981,0.0,Solar,0.0
72,Algeria,DZA,1982,0.0,Solar,0.0
73,Algeria,DZA,1983,0.0,Solar,0.0
74,Algeria,DZA,1984,0.0,Solar,0.0
75,Algeria,DZA,1985,0.0,Solar,0.0
76,Algeria,DZA,1986,0.0,Solar,0.0
77,Algeria,DZA,1987,0.0,Solar,0.0
78,Algeria,DZA,1988,0.0,Solar,0.0
79,Algeria,DZA,1989,0.0,Solar,0.0
80,Algeria,DZA,1990,0.0,Solar,0.0
81,Algeria,DZA,1991,0.0,Solar,0.0
82,Algeria,DZA,1992,0.0,Solar,0.0
83,Algeria,DZA,1993,0.0,Solar,0.0
84,Algeria,DZA,1994,0.0,Solar,0.0
85,Algeria,DZA,1995,0.0,Solar,0.0
86,Algeria,DZA,1996,0.0,Solar,0.0
87,Algeria,DZA,1997,0.0,Solar,0.0
88,Algeria,DZA,1998,0.0,Solar,0.0
89,Algeria,DZA,1999,0.0,Solar,0.0
90,Algeria,DZA,2000,0.0,Solar,0.0
91,Algeria,DZA,2001,0.0,Solar,0.0
92,Algeria,DZA,2002,0.0,Solar,0.0
93,Algeria,DZA,2003,0.0,Solar,0.0
94,Algeria,DZA,2004,0.0,Solar,0.0
95,Algeria,DZA,2005,0.0,Solar,0.0
96,Algeria,DZA,2006,0.0,Solar,0.0
97,Algeria,DZA,2007,0.0,Solar,0.0
98,Algeria,DZA,2008,0.0,Solar,0.0
99,Algeria,DZA,2009,0.0,Solar,0.0
100,Algeria,DZA,2010,0.023727018981599998,Solar,0.0091
101,Algeria,DZA,2011,0.046954204230000005,Solar,0.01811875
102,Algeria,DZA,2012,0.06883199951,Solar,0.026723014
103,Algeria,DZA,2013,0.07322283635599999,Solar,0.0286
104,Algeria,DZA,2014,0.15269484437800002,Solar,0.06
105,Algeria,DZA,2015,0.14672622849199998,Solar,0.058
106,Algeria,DZA,2016,0.616124659566,Solar,0.245
107,Algeria,DZA,2017,1.260001008,Solar,0.504
108,Algeria,DZA,2018,1.4986853656140002,Solar,0.603
109,Algeria,DZA,2019,1.5228742738540002,Solar,0.615
8635,Algeria,DZA,1965,0.0,Wind,0.0
8636,Algeria,DZA,1966,0.0,Wind,0.0
8637,Algeria,DZA,1967,0.0,Wind,0.0
8638,Algeria,DZA,1968,0.0,Wind,0.0
8639,Algeria,DZA,1969,0.0,Wind,0.0
8640,Algeria,DZA,1970,0.0,Wind,0.0
8641,Algeria,DZA,1971,0.0,Wind,0.0
8642,Algeria,DZA,1972,0.0,Wind,0.0
8643,Algeria,DZA,1973,0.0,Wind,0.0
8644,Algeria,DZA,1974,0.0,Wind,0.0
8645,Algeria,DZA,1975,0.0,Wind,0.0
8646,Algeria,DZA,1976,0.0,Wind,0.0
8647,Algeria,DZA,1977,0.0,Wind,0.0
8648,Algeria,DZA,1978,0.0,Wind,0.0
8649,Algeria,DZA,1979,0.0,Wind,0.0
8650,Algeria,DZA,1980,0.0,Wind,0.0
8651,Algeria,DZA,1981,0.0,Wind,0.0
8652,Algeria,DZA,1982,0.0,Wind,0.0
8653,Algeria,DZA,1983,0.0,Wind,0.0
8654,Algeria,DZA,1984,0.0,Wind,0.0
8655,Algeria,DZA,1985,0.0,Wind,0.0
8656,Algeria,DZA,1986,0.0,Wind,0.0
8657,Algeria,DZA,1987,0.0,Wind,0.0
8658,Algeria,DZA,1988,0.0,Wind,0.0
8659,Algeria,DZA,1989,0.0,Wind,0.0
8660,Algeria,DZA,1990,0.0,Wind,0.0
8661,Algeria,DZA,1991,0.0,Wind,0.0
8662,Algeria,DZA,1992,0.0,Wind,0.0
8663,Algeria,DZA,1993,0.0,Wind,0.0
8664,Algeria,DZA,1994,0.0,Wind,0.0
8665,Algeria,DZA,1995,0.0,Wind,0.0
8666,Algeria,DZA,1996,0.0,Wind,0.0
8667,Algeria,DZA,1997,0.0,Wind,0.0
8668,Algeria,DZA,1998,0.0,Wind,0.0
8669,Algeria,DZA,1999,0.0,Wind,0.0
8670,Algeria,DZA,2000,0.0,Wind,0.0
8671,Algeria,DZA,2001,0.0,Wind,0.0
8672,Algeria,DZA,2002,0.0,Wind,0.0
8673,Algeria,DZA,2003,0.0,Wind,0.0
8674,Algeria,DZA,2004,0.0,Wind,0.0
8675,Algeria,DZA,2005,0.0,Wind,0.0
8676,Algeria,DZA,2006,0.0,Wind,0.0
8677,Algeria,DZA,2007,0.0,Wind,0.0
8678,Algeria,DZA,2008,0.0,Wind,0.0
8679,Algeria,DZA,2009,0.0,Wind,0.0
8680,Algeria,DZA,2010,0.0,Wind,0.0
8681,Algeria,DZA,2011,0.0,Wind,0.0
8682,Algeria,DZA,2012,0.0,Wind,0.0
8683,Algeria,DZA,2013,0.0,Wind,0.0
8684,Algeria,DZA,2014,0.0025449131470399997,Wind,0.001
8685,Algeria,DZA,2015,0.048065594008,Wind,0.019
8686,Algeria,DZA,2016,0.047911982774,Wind,0.019052055
8687,Algeria,DZA,2017,0.047500038000000015,Wind,0.019
8688,Algeria,DZA,2018,0.024853825438600003,Wind,0.01
8689,Algeria,DZA,2019,0.0247621864764,Wind,0.01
4400,Argentina,ARG,1965,3.4027805000000004,Hydro,1.225
4401,Argentina,ARG,1966,3.44722498,Hydro,1.241
4402,Argentina,ARG,1967,3.53055838,Hydro,1.271
4403,Argentina,ARG,1968,4.16111444,Hydro,1.4980000000000002
4404,Argentina,ARG,1969,3.73333632,Hydro,1.344
4405,Argentina,ARG,1970,4.319447900000001,Hydro,1.555
4406,Argentina,ARG,1971,4.28889232,Hydro,1.544
4407,Argentina,ARG,1972,4.1777811200000015,Hydro,1.504
4408,Argentina,ARG,1973,8.31667332,Hydro,2.994
4409,Argentina,ARG,1974,13.96667784,Hydro,5.0280000000000005
4410,Argentina,ARG,1975,14.44723378,Hydro,5.2010000000000005
4411,Argentina,ARG,1976,13.92501114,Hydro,5.013
4412,Argentina,ARG,1977,16.01667948,Hydro,5.766
4413,Argentina,ARG,1978,21.53335056,Hydro,7.752000000000002
4414,Argentina,ARG,1979,29.6111348,Hydro,10.66
4415,Argentina,ARG,1980,42.06670032000001,Hydro,15.144
4416,Argentina,ARG,1981,40.79169930000001,Hydro,14.685
4417,Argentina,ARG,1982,48.86948354,Hydro,17.593
4418,Argentina,ARG,1983,51.16392982000001,Hydro,18.419
4419,Argentina,ARG,1984,55.2222664,Hydro,19.88
4420,Argentina,ARG,1985,57.35004588,Hydro,20.646
4421,Argentina,ARG,1986,58.35838002000001,Hydro,21.009
4422,Argentina,ARG,1987,60.66949298,Hydro,21.841
4423,Argentina,ARG,1988,41.75836674,Hydro,15.033
4424,Argentina,ARG,1989,36.0139177,Hydro,12.965
4425,Argentina,ARG,1990,49.65559528000001,Hydro,17.875999999999994
4426,Argentina,ARG,1991,45.05836938,Hydro,16.221
4427,Argentina,ARG,1992,54.941850897890006,Hydro,19.77905051
4428,Argentina,ARG,1993,65.431926512166,Hydro,23.55547475
4429,Argentina,ARG,1994,77.70225077286202,Hydro,27.97278788
4430,Argentina,ARG,1995,79.050399906936,Hydro,28.45812121
4431,Argentina,ARG,1996,72.070007100404,Hydro,25.94518182
4432,Argentina,ARG,1997,91.74996117768801,Hydro,33.029959600000005
4433,Argentina,ARG,1998,90.060593992862,Hydro,32.42178788
4434,Argentina,ARG,1999,73.694699789046,Hydro,26.53007071
4435,Argentina,ARG,2000,94.538992575578,Hydro,34.0340101
4436,Argentina,ARG,2001,115.64221334703,Hydro,41.90326263
4437,Argentina,ARG,2002,113.70006818220399,Hydro,41.46705051
4438,Argentina,ARG,2003,106.468254063424,Hydro,39.08008081
4439,Argentina,ARG,2004,95.835895001988,Hydro,35.40287879
4440,Argentina,ARG,2005,105.846848288522,Hydro,39.35009091
4441,Argentina,ARG,2006,116.60512467291402,Hydro,43.624
4442,Argentina,ARG,2007,100.249611588514,Hydro,37.741
4443,Argentina,ARG,2008,98.19619661245001,Hydro,37.199
4444,Argentina,ARG,2009,106.992523927284,Hydro,40.783
4445,Argentina,ARG,2010,105.71036067933201,Hydro,40.543
4446,Argentina,ARG,2011,102.728283293672,Hydro,39.641
4447,Argentina,ARG,2012,94.98371237579802,Hydro,36.876
4448,Argentina,ARG,2013,104.20189058366802,Hydro,40.7
4449,Argentina,ARG,2014,103.99529264061199,Hydro,40.864
4450,Argentina,ARG,2015,105.67051620301201,Hydro,41.7709
4451,Argentina,ARG,2016,96.20195362816798,Hydro,38.25439327
4452,Argentina,ARG,2017,103.85752947484602,Hydro,41.54297858
4453,Argentina,ARG,2018,103.510858919732,Hydro,41.64786518
4454,Argentina,ARG,2019,91.78546259497801,Hydro,37.06678708
110,Argentina,ARG,1965,0.0,Solar,0.0
111,Argentina,ARG,1966,0.0,Solar,0.0
112,Argentina,ARG,1967,0.0,Solar,0.0
113,Argentina,ARG,1968,0.0,Solar,0.0
114,Argentina,ARG,1969,0.0,Solar,0.0
115,Argentina,ARG,1970,0.0,Solar,0.0
116,Argentina,ARG,1971,0.0,Solar,0.0
117,Argentina,ARG,1972,0.0,Solar,0.0
118,Argentina,ARG,1973,0.0,Solar,0.0
119,Argentina,ARG,1974,0.0,Solar,0.0
120,Argentina,ARG,1975,0.0,Solar,0.0
121,Argentina,ARG,1976,0.0,Solar,0.0
122,Argentina,ARG,1977,0.0,Solar,0.0
123,Argentina,ARG,1978,0.0,Solar,0.0
124,Argentina,ARG,1979,0.0,Solar,0.0
125,Argentina,ARG,1980,0.0,Solar,0.0
126,Argentina,ARG,1981,0.0,Solar,0.0
127,Argentina,ARG,1982,0.0,Solar,0.0
128,Argentina,ARG,1983,0.0,Solar,0.0
129,Argentina,ARG,1984,0.0,Solar,0.0
130,Argentina,ARG,1985,0.0,Solar,0.0
131,Argentina,ARG,1986,0.0,Solar,0.0
132,Argentina,ARG,1987,0.0,Solar,0.0
133,Argentina,ARG,1988,0.0,Solar,0.0
134,Argentina,ARG,1989,0.0,Solar,0.0
135,Argentina,ARG,1990,0.0,Solar,0.0
136,Argentina,ARG,1991,0.0,Solar,0.0
137,Argentina,ARG,1992,0.0,Solar,0.0
138,Argentina,ARG,1993,0.0,Solar,0.0
139,Argentina,ARG,1994,0.0,Solar,0.0
140,Argentina,ARG,1995,0.0,Solar,0.0
141,Argentina,ARG,1996,0.0,Solar,0.0
142,Argentina,ARG,1997,0.0,Solar,0.0
143,Argentina,ARG,1998,4.7222259999999994e-05,Solar,1.7e-05
144,Argentina,ARG,1999,7.222228e-05,Solar,2.6e-05
145,Argentina,ARG,2000,0.00010000008,Solar,3.6e-05
146,Argentina,ARG,2001,0.000118668983824,Solar,4.3e-05
147,Argentina,ARG,2002,0.00012887093643,Solar,4.7e-05
148,Argentina,ARG,2003,0.00017708347500000002,Solar,6.500000000000001e-05
149,Argentina,ARG,2004,0.000189490707148,Solar,7e-05
150,Argentina,ARG,2005,0.00021787989652599998,Solar,8.1e-05
151,Argentina,ARG,2006,0.00024056630356400005,Solar,9e-05
152,Argentina,ARG,2007,0.0002892668980800001,Solar,0.0001089
153,Argentina,ARG,2008,0.00037933363680000014,Solar,0.0001437
154,Argentina,ARG,2009,0.000199603215238,Solar,7.6084e-05
155,Argentina,ARG,2010,0.00022394656804599995,Solar,8.589e-05
156,Argentina,ARG,2011,0.0041826144571999995,Solar,0.001614
157,Argentina,ARG,2012,0.021051600174599998,Solar,0.008172967
158,Argentina,ARG,2013,0.038593364208,Solar,0.015074079
159,Argentina,ARG,2014,0.040576143572000005,Solar,0.015944
160,Argentina,ARG,2015,0.03714447416,Solar,0.014683000000000003
161,Argentina,ARG,2016,0.03589363982600001,Solar,0.014273
162,Argentina,ARG,2017,0.041042532834,Solar,0.016416999999999998
163,Argentina,ARG,2018,0.268744381662,Solar,0.10813
164,Argentina,ARG,2019,1.980226861958,Solar,0.7996979129999999
8690,Argentina,ARG,1965,0.0,Wind,0.0
8691,Argentina,ARG,1966,0.0,Wind,0.0
8692,Argentina,ARG,1967,0.0,Wind,0.0
8693,Argentina,ARG,1968,0.0,Wind,0.0
8694,Argentina,ARG,1969,0.0,Wind,0.0
8695,Argentina,ARG,1970,0.0,Wind,0.0
8696,Argentina,ARG,1971,0.0,Wind,0.0
8697,Argentina,ARG,1972,0.0,Wind,0.0
8698,Argentina,ARG,1973,0.0,Wind,0.0
8699,Argentina,ARG,1974,0.0,Wind,0.0
8700,Argentina,ARG,1975,0.0,Wind,0.0
8701,Argentina,ARG,1976,0.0,Wind,0.0
8702,Argentina,ARG,1977,0.0,Wind,0.0
8703,Argentina,ARG,1978,0.0,Wind,0.0
8704,Argentina,ARG,1979,0.0,Wind,0.0
8705,Argentina,ARG,1980,0.0,Wind,0.0
8706,Argentina,ARG,1981,0.0,Wind,0.0
8707,Argentina,ARG,1982,0.0,Wind,0.0
8708,Argentina,ARG,1983,0.0,Wind,0.0
8709,Argentina,ARG,1984,0.0,Wind,0.0
8710,Argentina,ARG,1985,0.0,Wind,0.0
8711,Argentina,ARG,1986,0.0,Wind,0.0
8712,Argentina,ARG,1987,0.0,Wind,0.0
8713,Argentina,ARG,1988,0.0,Wind,0.0
8714,Argentina,ARG,1989,0.0,Wind,0.0
8715,Argentina,ARG,1990,0.0,Wind,0.0
8716,Argentina,ARG,1991,0.0,Wind,0.0
8717,Argentina,ARG,1992,0.0,Wind,0.0
8718,Argentina,ARG,1993,0.0,Wind,0.0
8719,Argentina,ARG,1994,0.0,Wind,0.0
8720,Argentina,ARG,1995,0.0,Wind,0.0
8721,Argentina,ARG,1996,0.02671668804,Wind,0.009618000000000002
8722,Argentina,ARG,1997,0.04053336576000001,Wind,0.014592
8723,Argentina,ARG,1998,0.09039173898,Wind,0.032541
8724,Argentina,ARG,1999,0.09661396618,Wind,0.034781
8725,Argentina,ARG,2000,0.09655007723999999,Wind,0.034758
8726,Argentina,ARG,2001,0.13622372009000003,Wind,0.049361
8727,Argentina,ARG,2002,0.20127182768399998,Wind,0.073405
8728,Argentina,ARG,2003,0.212374892122,Wind,0.077954
8729,Argentina,ARG,2004,0.196111823556,Wind,0.07244600000000001
8730,Argentina,ARG,2005,0.19291709877800006,Wind,0.071719665
8731,Argentina,ARG,2006,0.18614487113800005,Wind,0.06964
8732,Argentina,ARG,2007,0.16360651977400004,Wind,0.061593
8733,Argentina,ARG,2008,0.110740644148,Wind,0.041951078
8734,Argentina,ARG,2009,0.096625910634,Wind,0.036831529
8735,Argentina,ARG,2010,0.06610088621400001,Wind,0.025351606
8736,Argentina,ARG,2011,0.06890838846,Wind,0.02659055
8737,Argentina,ARG,2012,0.9526754843620002,Wind,0.369861999
8738,Argentina,ARG,2013,1.160698706336,Wind,0.453354876
8739,Argentina,ARG,2014,1.576550150128,Wind,0.619491
